episode,avg_reward,avg_secrecy_sum,qos_satisfaction_rate,algorithm
169,-2.5266342885012842,0.9608527842916154,0.26,DDPG
170,-2.0398447570166742,0.7235701719574724,0.26,DDPG
171,-2.222827277958031,0.6917239204357521,0.26,DDPG
172,-1.633446947365957,1.103354448510303,0.31,DDPG
173,-1.9058204301681192,0.6916063869064599,0.38,DDPG
174,-1.8429549973517296,0.9540446060641152,0.31,DDPG
175,-1.87281901678611,0.86220586506602,0.28,DDPG
176,-2.332422235765508,0.8946020574835285,0.26,DDPG
177,-1.7673573354820624,1.0268115588966964,0.34,DDPG
178,-2.82564257554384,0.9250594744223436,0.29,DDPG
179,-2.9688717412285968,0.9706542928975557,0.22,DDPG
180,-2.136699415180531,0.9111274619755722,0.3,DDPG
181,-2.174375268358551,0.7477230404317072,0.34,DDPG
182,-3.167762357611817,0.9001434467009087,0.28,DDPG
183,-1.9103229455617818,0.7461460792577317,0.29,DDPG
184,-2.563027788182453,0.8691679756925808,0.26,DDPG
185,-2.645822971160665,0.7690138295874047,0.24,DDPG
186,-2.07794227843658,0.7655117059771106,0.29,DDPG
187,-1.2866008910472695,0.9319054778081889,0.31,DDPG
188,-2.5777037949060224,0.911590452411209,0.28,DDPG
189,-2.1401141179022254,0.8004505290282928,0.3,DDPG
190,-1.8683159593802605,0.7977956316859796,0.31,DDPG
191,-2.8251324181557074,0.6956827495753514,0.29,DDPG
192,-2.3820206399051007,0.789794147319291,0.26,DDPG
193,-2.031871594383949,0.7913757435093903,0.31,DDPG
194,-1.168933860999905,1.0045232761619287,0.37,DDPG
195,-2.2645410597271054,0.9675963981893883,0.29,DDPG
196,-1.66295773169846,0.8528137598979424,0.27,DDPG
197,-2.0593599481369522,0.8515316962690287,0.3,DDPG
198,-1.5857635360466227,0.9709139005714809,0.3,DDPG
199,-1.989406201223043,0.8603870596468286,0.29,DDPG
200,-2.1785738435469755,0.7769489566781239,0.27,DDPG
201,-1.9845634503635654,0.7818682333451734,0.26,DDPG
202,-1.5639280659265937,0.9071434012479651,0.36,DDPG
203,-1.8966421302878518,0.798680660259945,0.32,DDPG
204,-2.639564844577056,0.7327427041110559,0.27,DDPG
205,-1.6380555443606235,1.0423223832948265,0.34,DDPG
206,-2.5948387863436517,0.8105012655165846,0.3,DDPG
207,-1.9019701491661969,0.879218042046152,0.35,DDPG
208,-2.5748767901368215,0.9566243660671334,0.28,DDPG
209,-2.2769680292563064,0.7711585162510823,0.27,DDPG
210,-2.5147419434683194,0.7524046713274796,0.24,DDPG
211,-1.5109515207369648,0.9395526916723662,0.33,DDPG
212,-1.6040888706727887,0.968816099496549,0.28,DDPG
213,-1.8909154874393528,0.9023401797209383,0.31,DDPG
214,-2.373782586616789,0.7381402281745575,0.25,DDPG
215,-1.336886415598719,1.0251808032135097,0.4,DDPG
216,-1.6329872715796276,0.8445553476001842,0.34,DDPG
217,-2.3139261030881477,0.951546727416695,0.28,DDPG
218,-1.717408064260101,0.757188539804484,0.34,DDPG
219,-2.2977470691794895,0.7875280259925066,0.28,DDPG
220,-2.4251508471802543,0.852148176880394,0.22,DDPG
221,-1.8777120216481702,0.7950918576552918,0.33,DDPG
222,-1.6266037418553863,0.8451900015397428,0.31,DDPG
223,-1.6784547843767508,0.7140446396029215,0.33,DDPG
224,-1.6278267856848012,0.9309358938192079,0.37,DDPG
225,-1.7645496389957704,0.849305724551758,0.34,DDPG
226,-1.8696286432620974,0.8857217058817192,0.27,DDPG
227,-1.7071600284700534,0.9394995610003433,0.38,DDPG
228,-2.4004431056392033,0.6444533087800055,0.33,DDPG
229,-1.4060214431140545,0.8431908761800865,0.38,DDPG
230,-1.9050802268659015,0.8166071218434134,0.31,DDPG
231,-1.6737978079032307,0.7678145332315222,0.38,DDPG
232,-2.3889337308528287,0.7326141660675585,0.28,DDPG
233,-1.3942697239748474,0.9148814020091294,0.36,DDPG
234,-1.3387050713348398,1.0321991332145788,0.37,DDPG
235,-1.9983415881230022,0.9200042503617012,0.27,DDPG
236,-1.7177715214319895,0.9016902756017043,0.31,DDPG
237,-1.56771759043083,0.9774610687556489,0.35,DDPG
238,-2.0891475701157876,0.8373625396801918,0.33,DDPG
239,-1.2395973605976998,0.9762512862447389,0.39,DDPG
240,-1.912255520559445,0.9361568286668611,0.32,DDPG
241,-1.9881452082258326,0.9892861671877271,0.39,DDPG
242,-2.1079909138584916,0.7452416725395427,0.28,DDPG
243,-1.6014531513856418,0.8707117726847691,0.33,DDPG
244,-1.4783215519149948,0.9553227833239535,0.3,DDPG
245,-1.9882026467317522,1.0349996963267067,0.37,DDPG
246,-2.2228821877368263,0.8587415668692696,0.36,DDPG
247,-1.9705634091021218,1.0010475006332578,0.32,DDPG
248,-1.7930624395538592,0.8497571773780984,0.3,DDPG
249,-2.330875876460644,0.9906915306729184,0.31,DDPG
250,-1.6854273558097228,0.9971091402241831,0.35,DDPG
251,-1.6399773627543828,0.9791538803145056,0.32,DDPG
252,-2.0398864740132474,0.891770331098769,0.27,DDPG
253,-2.0303095787665284,0.8546622658030657,0.34,DDPG
254,-2.3465684350349654,0.6928211467212708,0.3,DDPG
255,-1.7193954537601785,0.9972913116733204,0.32,DDPG
256,-1.7057658063097958,0.9177598330864563,0.31,DDPG
257,-2.331854979563915,0.8264292146386523,0.27,DDPG
258,-2.0510398940336465,0.7235137956517989,0.32,DDPG
259,-2.7084349450323377,0.8698955665050108,0.32,DDPG
260,-1.7375764861639769,0.8368729706264808,0.33,DDPG
261,-1.617737053887673,0.8618238102259786,0.28,DDPG
262,-1.6059591090975518,0.9581088374665019,0.39,DDPG
263,-1.9016097585133875,0.848493909015898,0.35,DDPG
264,-2.1156078796190942,0.9658050723636831,0.35,DDPG
265,-1.6426535918799448,0.9103454091015248,0.35,DDPG
266,-1.9967289390090814,0.8149823092719352,0.32,DDPG
267,-2.240700166789824,0.9815078986334371,0.3,DDPG
268,-2.3639323676564765,0.7872015753356031,0.25,DDPG
269,-1.2566441180159627,1.0089317310953176,0.39,DDPG
270,-2.510070747531529,0.6608185806386415,0.29,DDPG
271,-2.439792252515756,0.6891878642819697,0.19,DDPG
272,-2.2557427561612595,0.7364268287496746,0.29,DDPG
273,-2.3178631714992193,0.8375015875606809,0.26,DDPG
274,-1.7860401557328347,0.953827178531691,0.33,DDPG
275,-2.820010137902322,0.631625826947531,0.27,DDPG
276,-1.689275938590188,0.7999909487464935,0.3,DDPG
277,-2.1958926547522135,0.9050818724204569,0.38,DDPG
278,-1.9182906899539984,0.8160604162035549,0.3,DDPG
279,-2.5303389707091153,0.6212792309904326,0.28,DDPG
280,-2.1294124759776243,0.8514056143139039,0.22,DDPG
281,-2.193402695279305,0.7935726827736781,0.28,DDPG
282,-1.9560001124111293,0.7583126145486644,0.38,DDPG
283,-2.021924994899815,0.9483757887457724,0.29,DDPG
284,-2.191486788181486,0.8322671583744732,0.29,DDPG
285,-1.9663389982698496,0.8753717023057601,0.38,DDPG
286,-1.8455092414936265,0.7804348780765832,0.32,DDPG
287,-2.220051565506934,0.9077086399708589,0.29,DDPG
288,-2.266449788092202,0.8687208386021846,0.28,DDPG
289,-1.7120058188751133,0.8888961625889654,0.32,DDPG
290,-2.245620632274764,0.7238040679446845,0.28,DDPG
291,-2.2543013725629373,0.7169419090997877,0.32,DDPG
292,-2.3214636897980343,0.8092121930833569,0.29,DDPG
293,-2.1949946282911506,0.7518180082814608,0.26,DDPG
294,-2.1589538310872958,0.7981521511484485,0.3,DDPG
295,-1.7557796934266148,0.8476673387086787,0.35,DDPG
296,-1.706962040085973,0.9561576554489973,0.36,DDPG
297,-1.4949038477189622,0.8099352299788091,0.38,DDPG
298,-2.067643452972464,0.8083426772252083,0.37,DDPG
299,-1.9563537127776431,0.7676344706968753,0.29,DDPG
300,-1.8945980275864673,0.8037455842845336,0.32,DDPG
301,-2.0702008399431358,0.8086938062242274,0.23,DDPG
302,-2.938946225368777,0.6206376280872323,0.2,DDPG
303,-2.3863139081852807,0.7688405415714048,0.25,DDPG
304,-2.0634215183341853,0.7749707166824871,0.33,DDPG
305,-2.262874616685694,0.8808369115888115,0.31,DDPG
306,-1.8959558807830184,0.9565742672449304,0.28,DDPG
307,-3.514533350562755,1.013528191310494,0.26,DDPG
308,-2.0659033230769253,0.6356197838683828,0.35,DDPG
309,-1.3474596105571244,1.1714190359961005,0.41,DDPG
310,-0.8753150009587662,1.0819975797325694,0.38,DDPG
311,-1.7192181951124874,0.8716575772569477,0.32,DDPG
312,-2.069522264356,0.9034437643545897,0.29,DDPG
313,-1.7575711330683785,0.9224070304043643,0.38,DDPG
314,-2.0313801964509564,0.9277310226512739,0.34,DDPG
315,-1.4591985030658052,0.9191602707405454,0.41,DDPG
316,-2.1057434361686025,0.8699144696699073,0.3,DDPG
317,-1.7778575048541083,0.9874230229543312,0.32,DDPG
318,-2.263245882433634,0.6732665828435175,0.34,DDPG
319,-1.1411955061869579,1.0335418014904725,0.39,DDPG
320,-2.9975809761361756,0.7133717880626882,0.26,DDPG
321,-1.8255936357642293,0.8051712669542143,0.3,DDPG
322,-2.4946535455319507,0.7747246683359996,0.27,DDPG
323,-2.1817710736750895,0.8547763639715814,0.35,DDPG
324,-2.0176393635842955,0.904059557903779,0.32,DDPG
325,-1.2709621921867857,0.9137621667619712,0.29,DDPG
326,-2.068691565041274,0.7161392383108034,0.34,DDPG
327,-2.101397912257828,0.8891562694219459,0.31,DDPG
328,-2.1292927520546656,0.8852924267485371,0.27,DDPG
329,-1.4039317604205594,0.8349033360332306,0.37,DDPG
330,-2.232342796932782,0.7264113954350999,0.33,DDPG
331,-1.39446279656132,1.0211004415807974,0.38,DDPG
332,-1.8598594371777384,0.7481164715103397,0.36,DDPG
333,-1.6221028279186618,0.948243791671628,0.29,DDPG
334,-2.0464959655244392,0.888749012072114,0.32,DDPG
335,-2.8295757829530994,0.7551025699064252,0.27,DDPG
336,-2.540921375092214,0.7412693438751553,0.27,DDPG
337,-1.7133838282341203,0.7364257923615134,0.33,DDPG
338,-1.8100235131962028,0.8392747027326746,0.32,DDPG
339,-2.4620256279851405,0.8546814918496122,0.24,DDPG
340,-1.7547167366766967,0.792753922325452,0.3,DDPG
341,-2.0226695401697525,0.8920661599275138,0.38,DDPG
342,-1.9299479862025617,0.779955015492515,0.29,DDPG
343,-2.2280557337673073,0.908242840373758,0.35,DDPG
344,-2.455592142724625,0.8676913799880032,0.35,DDPG
345,-1.477282454601557,0.9664502735692089,0.31,DDPG
346,-2.2810277301400244,0.9168191440638163,0.35,DDPG
347,-3.186918708357989,0.7091106273044047,0.27,DDPG
348,-2.1981568030131804,0.6612206934627678,0.25,DDPG
349,-1.675321471063788,0.8557263861465947,0.35,DDPG
350,-1.9589262543489983,0.7529089027993048,0.34,DDPG
351,-1.9584996217401416,0.7887163448059146,0.34,DDPG
352,-3.37319736145927,0.8291253849106979,0.29,DDPG
353,-1.5981705079204076,0.9537357316146445,0.31,DDPG
354,-1.577812764590865,0.8536162817076739,0.32,DDPG
355,-2.0455746130623105,0.8586090403815,0.32,DDPG
356,-1.9459953151214668,0.832058491235663,0.31,DDPG
357,-2.1708136774528186,0.6800086610086292,0.25,DDPG
358,-1.63820179807274,0.9853871792061558,0.38,DDPG
359,-1.370420336953735,0.9529457866916846,0.35,DDPG
360,-2.3787409105268758,0.6789224332537878,0.29,DDPG
361,-1.632765086955477,0.9382996979965533,0.32,DDPG
362,-2.225602970383582,0.6703756687953972,0.22,DDPG
363,-1.691152732870887,1.0032806888591046,0.43,DDPG
364,-1.7105317464399596,0.9117140658525189,0.35,DDPG
365,-1.1789325676656512,0.9052748111329998,0.37,DDPG
366,-2.2230843147348103,0.777213542842219,0.34,DDPG
367,-1.9026091572868333,0.8579990797996514,0.32,DDPG
368,-1.9747453485094397,0.6922582555152931,0.3,DDPG
369,-1.772634979063571,0.792877797516285,0.28,DDPG
370,-1.2923112279828552,0.8564382907144912,0.41,DDPG
371,-1.649267775391025,0.8565073274367436,0.36,DDPG
372,-2.86972162375371,0.6256561627040841,0.27,DDPG
373,-1.9085172757167623,0.8696067368330269,0.29,DDPG
374,-2.28889256280882,0.771475066761964,0.35,DDPG
375,-1.595309371627379,0.8886519878495008,0.37,DDPG
376,-2.010364650711976,0.7110508608113406,0.28,DDPG
377,-2.7327600549865734,0.8939429940692446,0.32,DDPG
378,-2.620715578966594,0.6851877144136131,0.26,DDPG
379,-2.003690562269036,0.8446441734703682,0.29,DDPG
380,-1.7296286344068157,0.8915235996507487,0.28,DDPG
381,-1.7441319334736662,0.8680450126213104,0.37,DDPG
382,-1.697156510351453,0.9321312189498275,0.34,DDPG
383,-1.9039651370947805,0.9409204940484949,0.32,DDPG
384,-2.0688902794216735,0.8572018733174955,0.36,DDPG
385,-1.5026028849845272,0.932597439625767,0.36,DDPG
386,-1.8213750777089484,0.820435248248221,0.35,DDPG
387,-2.497359823680842,0.8602121527249043,0.35,DDPG
388,-1.1616950535556112,1.1437026828364412,0.38,DDPG
389,-1.9951791502290348,0.7615585578970907,0.37,DDPG
390,-2.464780727918077,0.921138332490996,0.34,DDPG
391,-2.4433297331605885,0.817672112154546,0.25,DDPG
392,-1.9277731338154787,0.8840407970558312,0.28,DDPG
393,-2.375060442510949,0.8654136342560331,0.22,DDPG
394,-1.7905569427716186,0.8836117062262742,0.4,DDPG
395,-1.9801312362291998,0.8166754309225647,0.31,DDPG
396,-2.218982449448566,0.7925508646911203,0.31,DDPG
397,-1.6497000619411148,0.9842097589505349,0.26,DDPG
398,-1.693191891417797,0.9095808391697986,0.3,DDPG
399,-2.092654325030709,0.863341734525934,0.36,DDPG
400,-2.11608717880944,0.8366173465907923,0.23,DDPG
401,-2.0199258903247417,0.7598698376307566,0.33,DDPG
402,-2.0782020436630635,0.6905562834415491,0.34,DDPG
403,-1.7291816005345078,0.8418995511934562,0.35,DDPG
404,-1.7264078390920856,0.8529941291805722,0.36,DDPG
405,-2.2994172280826732,0.8225570791589705,0.31,DDPG
406,-2.1141387313673206,0.7118417574926988,0.29,DDPG
407,-2.086418000155979,0.6508133528848435,0.34,DDPG
408,-2.0084676894237905,0.7993839232111474,0.31,DDPG
409,-1.3159157626969655,0.8801408255596864,0.3,DDPG
410,-1.8977594757454583,0.759805804468671,0.39,DDPG
411,-2.1327676123211416,0.9059563650307009,0.24,DDPG
412,-1.891800276131106,0.8460304326734467,0.33,DDPG
413,-1.5380195553834732,0.8569666656463862,0.32,DDPG
414,-2.0609420404740746,0.8254056038841467,0.24,DDPG
415,-1.7764662887902174,0.8420968073800685,0.35,DDPG
416,-2.1553522902347324,0.7817466084355842,0.23,DDPG
417,-1.427918618290092,1.0401501830268634,0.43,DDPG
418,-2.2154854214639594,0.8445767523209,0.2,DDPG
419,-1.3377857844434526,0.9606068060632671,0.34,DDPG
420,-1.4805559129497945,0.945226460048261,0.43,DDPG
421,-1.8912906671026866,0.8729758002593175,0.38,DDPG
422,-2.0100070436097712,0.7896072153267203,0.29,DDPG
423,-1.0382526827476797,1.1445824011918306,0.35,DDPG
424,-1.39230944053767,0.9301960634792462,0.29,DDPG
425,-2.1017719257263474,0.9642066236283143,0.31,DDPG
426,-1.5765288204969208,0.8300177703500214,0.39,DDPG
427,-1.6160612690242646,0.8023351106299895,0.35,DDPG
428,-1.8883975128133081,0.8755491304431996,0.33,DDPG
429,-1.8541246336398265,0.8118754794224117,0.36,DDPG
430,-2.012226724537892,0.7293247500159943,0.3,DDPG
431,-2.264294867665858,0.7050358192910106,0.31,DDPG
432,-1.251328010632008,0.9444659342412457,0.29,DDPG
433,-2.194110121526757,0.8361173755266114,0.35,DDPG
434,-1.6919146768761806,0.8542469185065166,0.28,DDPG
435,-2.240019305274682,0.7739673091082118,0.3,DDPG
436,-1.0490504119976558,0.9815740924346487,0.43,DDPG
437,-1.9353716518133255,0.8585206747059356,0.37,DDPG
438,-1.4224151735696673,1.011579815340493,0.31,DDPG
439,-1.933302728727044,0.9017730649680602,0.28,DDPG
440,-1.9203466921542216,0.9112044487172436,0.26,DDPG
441,-1.4389847879685542,0.969375751579595,0.39,DDPG
442,-1.9731996665516984,0.8539453992499162,0.36,DDPG
443,-1.7791316034079148,0.8910055237348792,0.35,DDPG
444,-2.0153886658347377,0.8166860019105449,0.23,DDPG
445,-1.5833959436727476,0.8549755628383394,0.26,DDPG
446,-1.2634900168992333,0.9710248052052092,0.37,DDPG
447,-1.7585257815887985,0.8188051597946194,0.34,DDPG
448,-2.3153263881485047,0.7441789332430223,0.28,DDPG
449,-1.9070099024026144,0.8639579710052177,0.29,DDPG
450,-2.175787542006656,0.7454756099695612,0.24,DDPG
451,-1.3281769410992204,1.0560048978678447,0.35,DDPG
452,-2.1919646819609313,0.7120753763515988,0.32,DDPG
453,-1.9182511470000665,0.7982071036736496,0.3,DDPG
454,-2.3233774692816094,0.9478875599581328,0.29,DDPG
455,-1.65437054776813,0.631794832998577,0.35,DDPG
456,-1.9697225819601272,0.814918780504348,0.3,DDPG
457,-1.8930574226574053,0.7138631119890235,0.32,DDPG
458,-1.7313225708065274,0.8280875947612324,0.29,DDPG
459,-1.5190230188965343,0.8425054472026156,0.3,DDPG
460,-1.830551467775936,1.0012966616060495,0.29,DDPG
461,-1.0046395445437584,1.0978838977067964,0.47,DDPG
462,-1.8880674068575625,0.8440319313871464,0.22,DDPG
463,-1.6743537953869845,0.8679487888715097,0.32,DDPG
464,-1.700833411749239,0.7438223680230274,0.34,DDPG
465,-1.3812868283356083,0.8789631221605189,0.37,DDPG
466,-1.35492522735292,0.8523716510662169,0.4,DDPG
467,-2.173813092844149,0.7481162613610013,0.28,DDPG
468,-1.5999901883942482,0.7885380009588946,0.4,DDPG
469,-1.8153332817151435,0.9581401995414107,0.41,DDPG
470,-2.2727518923137984,0.8463497441617149,0.31,DDPG
